ID.	Age	Sex	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p40	h1	h2	h3	h4	h5	h6	h7	h8	h9	h10	h11	h12	h13	h14	h15	h16	h17	h18	h19	h20	h21	h22	h23	h24	h25	h26	h27	h28	h29	h30	h31	h32	h33	h34	h35	h36	h37	h38	h39	h40	h41	h42	eA1	eA2	eA3	eA4	eBafallx	eBafallhrs	eBaspringx	eBaspringhrs	eBbfallx	eBbfallhrs	eBbspringx	eBbspringhrs	eBcfallx	eBcfallhrs	eBcspringx	eBcsrpinghrs	eqF
372	19	2	3	5	4	4	5	3	4	5	5	5	4	5	4	3	3	4	5	3	4	4	2	2	2	5	4	2	5	4	4	5	4	5	5	4	5	4	4	3	4	5	4	5	4	3	5	3	3	1	2	3	3	1	5	4	4	2	4	4	3	4	4	4	2	5	4	4	4	2	4	2	4	4	4	4	3	2	4	4	3	4	5	4	1	1	1	1	4.5	7.5	4.5	13	1	1	3	5	2	3	3	4	38.2
373	20	1	5	4	5	4	5	4	5	5	4	4	5	4	5	5	3	4	5	3	5	5	4	3	4	5	5	3	3	4	5	4	4	5	5	2	5	5	5	4	4	5	5	3	4	1	5	1	2	4	2	2	5	1	5	1	5	1	5	5	5	5	5	5	4	4	3	5	5	1	5	4	5	5	4	5	4	5	5	5	5	5	1	2	1	1	1	1	7	1.5	7	2	7	0.5	7	0.5	1	3	NA	NA	35.4
374	19	2	3	3	5	3	4	3	5	5	5	4	5	4	5	4	2	4	2	3	3	4	3	5	4	4	4	4	4	4	5	5	2	5	4	4	2	4	1	3	3	5	5	4	5	5	5	2	1	4	1	3	3	4	5	4	3	1	5	4	3	2	3	4	2	3	1	5	5	5	4	1	2	4	5	3	1	3	5	2	1	2	4	3	1	1	1	1	1	1	5	5	3	1	3	2	2	1	2	1	32.2
800	22	1	3	3	2	4	5	4	2	4	2	2	5	2	2	4	4	5	4	4	4	4	5	3	2	2	5	4	4	4	3	5	2	3	4	1	4	4	3	3	4	5	1	2	1	3	3	1	2	1	2	5	3	2	1	1	3	3	2	4	1	1	3	1	1	3	3	1	2	2	1	5	1	2	1	3	1	2	2	4	3	3	1	2	1	1	1	1	1	1	3	2	3	2	5	5	1	1	3	3	33
801	23	1	2	4	5	4	5	3	4	4	3	4	4	4	5	2	4	4	2	4	4	4	2	3	3	3	2	3	4	4	4	5	2	5	5	4	2	4	4	3	2	5	1	1	2	4	2	4	4	2	4	4	2	5	1	2	3	4	2	3	2	1	2	2	4	2	2	2	2	4	2	4	1	1	3	2	4	4	2	2	2	1	4	2	1	1	1	1	5	7	5	9	2	2	2	2	2	2	4	4	33.2
802	22	1	4	5	4	4	5	4	5	5	5	4	5	5	4	4	3	5	4	5	5	5	5	5	4	5	4	5	5	5	5	5	5	5	5	5	5	5	5	4	3	5	1	2	1	2	1	4	5	1	5	3	3	5	1	1	1	5	1	3	1	1	3	1	5	2	3	1	1	5	1	4	1	1	5	2	5	5	1	3	3	2	5	2	1	1	1	1	3.5	4	4.5	6	1	3	3	4	1	1	1	1	42
803	20	1	4	4	4	3	2	4	4	4	5	4	1	5	4	5	5	3	5	4	4	5	2	4	5	4	5	5	5	5	4	3	3	4	4	3	5	4	5	4	5	4	2	1	1	4	2	3	5	2	4	4	4	4	3	1	3	4	1	4	2	2	3	2	3	1	1	2	1	4	1	4	1	3	1	4	3	4	3	4	4	1	4	1	2	2	2	1	0	0	0	0	3	2	4	12	4	2	5	3	37.8
804	22	1	5	4	5	3	5	5	4	5	4	4	5	5	5	3	4	4	4	4	4	4	3	2	3	4	4	3	4	5	4	5	3	5	4	3	4	5	4	5	3	5	2	2	2	2	3	4	5	2	4	4	1	3	1	1	1	4	2	3	2	1	3	2	4	2	3	2	1	4	2	4	3	2	4	2	3	5	2	NA	1	2	3	2	1	1	1	1	3	1.5	3.5	2.5	5	3	5.5	3.5	4.5	3	4.5	3	40
805	20	1	4	3	5	4	5	3	4	4	5	5	3	5	4	2	5	3	4	5	5	4	4	3	4	3	3	2	5	3	3	5	3	5	4	5	4	4	4	4	4	5	2	1	4	1	4	3	4	1	5	2	3	1	4	1	1	3	4	4	2	3	1	1	4	3	1	3	1	3	3	2	2	2	3	2	4	3	3	2	3	2	3	2	2	2	2	2	0	0	0	0	0	0	1	0.5	1	0.5	2	1	32.6
806	21	1	4	4	4	3	5	3	4	4	2	2	5	3	5	4	2	4	3	3	5	4	4	2	2	2	4	5	4	5	4	5	2	5	4	1	5	5	4	4	3	3	1	1	1	2	1	2	4	2	5	3	2	2	1	3	1	5	1	2	3	NA	2	2	5	2	4	1	2	4	2	4	1	2	2	3	4	4	1	2	2	3	2	3	1	1	1	1	6	7	5	5.5	5	3	5	3	5	2	5	2	35.2
807	20	1	3	4	3	3	5	5	4	4	4	3	5	5	3	5	2	5	4	3	4	4	3	3	3	3	3	4	4	5	3	5	4	4	4	3	4	4	4	3	3	5	1	2	2	3	2	3	4	2	4	3	3	2	1	2	2	4	2	2	2	1	2	2	3	3	3	2	2	4	2	4	2	2	3	3	3	4	2	3	2	3	2	2	1	1	1	1	3	3	5	5	1	1	3	3	2	2	3	3	35.4
808	22	1	2	4	4	3	5	5	5	4	5	5	3	4	4	4	3	4	4	4	4	4	3	4	4	5	4	4	4	4	4	4	2	5	5	4	4	4	4	4	3	5	1	2	2	2	3	4	4	3	2	4	3	2	2	2	2	4	2	4	3	2	3	2	2	3	3	2	2	2	3	5	2	4	2	4	2	3	3	3	2	4	2	3	1	2	1	1	0.5	0.25	1	0.5	1	0.5	2	1.5	2	0.5	5	3	35.8
809	51	1	2	4	5	5	5	5	3	4	5	5	5	5	5	2	5	5	3	5	4	5	5	1	4	2	4	3	5	5	5	5	5	5	4	4	4	4	5	5	3	5	3	1	4	1	4	2	1	1	2	3	3	2	2	1	1	2	1	4	1	3	1	1	1	1	1	3	1	1	3	2	1	1	1	1	1	1	4	1	3	1	2	1	2	2	1	1	0	0	1	2	1	2	2	4	2	4	3	5	29
810	28	1	4	3	3	2	5	4	4	4	5	4	5	4	3	4	4	3	4	4	4	4	3	3	2	2	5	4	4	4	4	4	3	3	5	3	4	5	4	3	3	5	1	1	1	2	2	3	1	1	4	2	4	1	1	1	1	4	1	3	1	1	1	1	4	1	1	1	1	3	1	3	1	1	2	1	4	1	2	4	3	1	2	2	1	1	1	1	2.5	2.5	3.5	3.5	5	2.5	5	2.5	0.5	0.5	0.5	0.5	36.6
811	23	1	5	4	4	3	5	5	4	5	5	4	3	5	4	4	5	5	4	3	5	4	1	4	5	5	4	4	4	5	5	5	3	4	5	5	5	5	3	5	3	5	1	3	1	2	2	4	4	2	4	4	2	4	1	4	2	4	2	2	2	1	3	2	4	3	3	1	2	4	2	3	2	2	4	2	3	3	1	4	1	4	2	4	1	1	1	1	4	3.5	6	6	2	2	4	4	6	2.5	7	3.5	42
812	24	1	4	3	4	2	5	5	4	5	4	2	5	3	4	4	2	4	4	4	5	4	2	4	2	4	5	4	4	4	2	5	NA	4	5	2	4	5	2	4	4	5	1	3	2	2	4	2	2	1	2	4	1	3	1	1	1	4	1	4	1	1	2	1	2	2	3	2	1	3	2	3	2	1	3	2	2	1	2	4	2	2	4	2	2	1	1	1	1	0.5	3	1.3	2	1	4.5	2	3	0.5	3	0.5	37.4
813	21	1	4	4	3	4	5	5	4	4	4	4	4	5	4	3	NA	4	4	4	4	4	3	3	4	4	4	3	4	3	3	4	4	4	4	4	4	4	4	3	3	4	1	2	2	2	2	3	3	1	3	2	3	2	2	1	1	4	1	3	2	2	2	2	3	2	2	2	2	3	3	2	2	2	2	1	3	3	2	3	2	2	2	2	1	2	1	1	1	1	1	1	2	2	2	2	0	0	1	1	39.2
814	28	1	5	5	5	4	5	5	4	4	2	2	5	3	4	4	2	4	4	4	5	5	4	4	2	1	4	4	5	5	5	5	4	4	5	2	4	5	4	4	4	5	1	1	1	4	1	4	4	2	4	3	2	4	1	1	1	3	1	2	3	2	1	1	4	1	2	1	1	4	2	4	2	2	4	3	3	3	2	4	2	2	2	2	1	1	1	1	4	7.5	5	8	4	1	5	1.5	5	1	5	1	38.6
815	23	1	2	2	4	3	4	4	4	5	5	4	1	5	3	4	3	5	5	4	4	5	2	2	4	4	5	4	5	4	3	4	2	4	4	3	5	4	3	2	4	4	2	1	1	1	3	3	5	4	1	3	3	4	2	1	1	1	3	2	1	3	1	1	1	3	1	3	1	2	2	4	2	1	2	2	2	2	3	1	3	1	2	2	1	1	1	1	0	0	0	0	2.5	0.75	2.5	0.75	3	0.75	1	1.5	39.6
816	25	1	3	2	3	3	5	4	2	5	4	3	4	2	4	3	4	4	2	1	4	4	5	2	2	4	3	3	4	4	3	5	5	4	4	3	2	4	3	2	2	4	3	2	3	1	3	1	5	4	2	3	2	4	4	2	1	4	2	4	4	3	1	5	1	3	2	2	1	5	3	4	2	5	4	1	4	5	4	2	2	2	4	2	2	2	2	1	0	0	0	0	0	0	0	0	2	1	4	3	34.4
817	31	1	2	5	4	5	5	2	4	4	5	3	3	3	5	5	3	3	5	5	3	5	1	4	4	3	4	5	5	5	4	4	1	4	5	4	5	5	4	2	4	4	1	1	1	1	2	2	5	1	5	3	3	4	1	1	1	4	1	3	1	3	1	1	2	1	1	3	1	2	1	1	1	1	1	1	2	4	2	2	2	2	1	1	1	2	1	1	0	0	0	0	0	0	1	1	1	1	3	3	36.8
818	22	1	3	4	2	4	5	4	3	4	3	4	5	5	4	3	2	5	4	2	5	4	2	3	2	4	3	4	4	4	4	4	4	3	5	3	5	5	2	5	4	5	1	1	3	1	3	2	4	2	3	3	1	4	1	1	1	3	1	2	1	1	1	1	2	1	1	1	1	3	1	2	1	2	2	1	2	4	1	1	1	1	2	1	1	1	1	1	2	1.5	4	3	1	0.5	3	2	5	2.5	5	2.5	33.1777777777778
819	23	1	3	5	5	5	5	3	5	5	5	3	5	4	5	4	2	5	4	3	5	5	1	3	4	5	5	3	5	5	3	5	5	5	5	3	5	5	4	4	4	5	2	1	4	1	2	2	3	2	3	4	2	4	2	1	1	3	1	3	1	1	1	1	3	1	1	3	1	3	3	2	1	1	1	1	1	3	3	1	3	1	1	1	2	1	1	1	2	8	3	12	3	12	4	18	3	6	4	12	35.4
820	27	1	4	4	3	4	5	2	4	4	5	5	3	4	4	5	5	3	4	4	5	4	1	5	3	5	4	5	4	3	5	5	5	3	4	3	5	5	4	2	4	5	1	1	4	4	2	3	5	3	5	5	1	2	1	2	1	4	2	2	3	1	1	1	4	2	2	2	2	5	2	3	1	1	2	3	3	5	2	2	2	2	2	1	1	1	1	1	2	2	3.5	5	2	2	5.5	3.5	1	1	1	1	36.4
821	27	1	4	4	4	4	5	4	4	4	3	2	5	3	4	3	2	4	4	4	4	4	3	4	2	2	4	4	4	4	4	5	4	4	5	2	4	5	4	3	3	5	1	2	2	2	2	1	3	2	2	2	4	2	1	2	2	2	1	4	1	1	1	1	1	1	2	1	2	1	1	4	1	1	1	1	1	4	2	2	4	2	1	2	2	2	1	1	1	1	3	2	3	2	4.5	5	3	2	4.5	5	33.2
822	25	1	3	4	5	4	5	4	3	3	5	3	4	4	4	3	4	3	3	3	4	4	1	4	2	4	2	3	5	3	4	5	3	5	5	4	4	4	3	3	2	5	2	2	4	3	2	3	2	2	4	3	4	3	2	2	2	3	2	4	2	1	2	2	3	2	3	2	2	3	2	3	2	2	2	2	2	3	2	4	5	4	2	2	1	2	1	1	3	3	4	5	0	0	0	0	2	2	4	6	35
823	23	1	3	4	2	3	5	2	4	3	4	3	4	5	3	4	2	5	4	4	5	4	4	1	3	3	5	5	5	5	2	5	4	2	5	3	4	4	2	4	2	5	1	1	1	1	1	2	5	1	5	4	3	2	1	1	1	4	1	3	1	1	1	1	5	1	4	1	2	5	1	3	1	1	3	3	4	5	1	1	1	1	3	1	1	1	1	1	5.5	8	5	6	4	8	6	10	4	5	6	10	32.8
824	24	1	5	4	3	2	5	5	4	5	5	5	5	5	3	4	3	5	3	5	5	5	5	4	4	4	5	5	5	5	5	5	5	5	5	4	4	5	5	5	1	5	1	1	4	5	3	1	4	3	2	5	5	5	2	1	2	1	1	4	1	3	5	1	1	1	5	2	1	1	1	5	1	1	4	4	1	4	5	5	5	1	1	1	1	1	1	1	3	3	0	0	2	1	1	2	0	0	5	2.5	38.6
825	21	1	2	3	4	3	5	4	4	5	5	4	5	5	4	4	4	3	4	4	5	4	3	3	3	4	3	4	4	4	3	5	2	4	4	2	3	4	3	4	2	5	1	1	1	2	1	4	3	2	5	5	1	4	1	1	1	5	1	2	2	1	2	1	4	1	2	1	2	4	2	4	1	1	4	2	4	4	1	2	2	2	2	2	1	1	1	1	5	10	4	8	2	2	4	4	0	0	5	2.5	34.2
826	19	1	2	5	5	3	5	4	4	5	4	5	5	5	5	4	5	5	5	5	5	5	2	5	4	4	4	5	5	5	5	5	2	5	5	4	5	5	5	2	3	5	1	1	2	3	2	5	2	1	5	3	3	5	1	2	2	5	1	4	4	1	4	2	2	1	3	1	2	4	2	4	2	1	4	3	1	5	1	4	4	2	1	1	1	2	1	1	2	2	2	4	5	8	14	10	12	6	14	10	38
827	20	1	3	4	3	3	5	5	3	4	4	1	5	3	4	3	2	4	3	4	5	4	4	3	2	2	4	3	5	4	3	4	1	5	5	2	5	5	3	4	3	4	2	1	2	2	4	2	2	2	2	4	3	3	2	2	2	1	2	4	2	2	2	2	2	2	2	3	2	2	3	3	2	2	3	2	2	3	3	4	4	4	4	2	2	2	1	1	0	0	3	3	2	1	4	1.5	1	0.5	3	1.5	32.8
828	22	1	2	3	4	3	5	4	4	4	4	3	4	3	4	5	3	4	4	3	5	4	3	3	2	4	4	5	4	3	3	5	4	4	5	3	4	4	3	3	3	4	3	2	3	4	3	3	4	3	3	4	2	2	2	2	4	4	2	3	3	2	3	2	2	2	2	3	2	2	4	4	3	4	2	3	2	3	3	2	2	2	2	2	1	2	1	1	3	3	3	3	7	5	20	25	3	1	3	1	31
829	22	1	4	4	4	2	4	4	5	5	5	4	5	4	4	4	4	5	4	5	4	4	1	4	4	5	2	4	4	4	4	4	2	4	4	5	4	4	5	4	3	5	1	1	2	1	1	5	5	3	5	4	2	5	1	2	2	5	1	3	3	1	2	1	5	3	1	1	2	5	1	3	1	1	3	3	4	5	1	1	1	4	3	3	1	1	1	1	4	5	5	7	1	1	2	2	5	5	7	10	34
830	20	2	3	4	1	4	3	4	3	2	5	3	3	4	3	2	3	3	2	4	3	5	2	1	3	3	4	2	5	2	1	4	2	2	3	4	2	4	2	3	3	3	1	1	2	3	2	2	3	3	1	4	5	2	2	1	2	1	1	2	3	1	2	1	1	1	1	1	2	1	1	3	2	1	1	1	1	4	5	2	4	1	1	1	1	1	1	1	1	2	3	4	1	2	6	20	2	2	8	30	24.8
831	29	1	3	4	5	3	5	2	5	4	3	4	4	3	5	5	4	4	5	4	3	4	3	3	3	3	2	5	5	5	4	5	4	5	5	4	5	5	4	3	3	3	1	1	1	2	2	2	5	2	3	3	3	4	2	2	1	3	2	2	2	2	2	1	4	1	3	2	2	3	2	4	3	2	2	2	2	4	2	2	3	1	2	1	1	1	1	1	1	0.3	1	0.3	3	3	3	3	2	0.5	2	0.5	36.6
832	45	1	3	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	3	4	4	3	3	4	4	2	3	3	3	3	2	3	2	4	3	2	4	2	2	2	4	2	3	2	3	2	2	3	2	3	2	2	3	2	3	2	2	2	3	3	3	3	4	2	4	2	3	1	1	1	1	2	2	0	0	3	3	3.5	3.5	0	0	4.5	4.5	35.6
833	20	1	2	3	4	4	5	2	3	4	3	2	4	1	5	2	3	4	3	4	4	4	2	3	2	2	3	2	4	5	3	4	2	5	4	1	4	5	3	1	1	5	2	1	3	1	4	2	2	1	4	3	2	4	1	1	1	4	2	3	1	1	1	1	4	3	3	4	1	1	2	3	1	1	3	1	1	1	2	1	2	1	1	1	2	2	2	1	0	0	0	0	0	0	0	0	1	1	1	1	28.16
834	32	1	4	4	5	3	5	5	5	5	5	5	5	5	5	4	5	5	4	3	5	5	4	3	5	5	4	4	5	5	5	5	5	5	5	5	5	4	4	5	2	5	1	1	2	2	1	5	5	2	5	5	3	5	1	2	1	4	1	1	2	2	1	2	5	1	1	1	1	5	1	4	1	1	5	1	5	5	5	4	3	1	5	1	1	1	1	1	5	6.5	5	6.5	0	0	0	0	0	0	0	0	41.4
835	25	1	2	3	3	3	4	2	3	4	4	4	3	3	3	5	3	4	4	5	3	4	5	2	3	3	4	4	4	4	3	4	3	3	4	4	4	3	4	2	4	4	2	2	2	2	3	2	3	2	3	3	3	2	2	2	2	3	2	4	2	2	2	2	2	2	2	3	1	2	2	4	2	2	2	2	4	2	2	2	2	2	2	2	1	2	1	1	0	0	0	0	4	2	4	3	3	1	3	1	31.8
836	24	1	3	3	3	2	5	4	4	4	4	4	4	5	4	5	5	4	5	4	5	5	5	4	4	4	4	5	5	5	4	5	3	3	4	4	4	5	4	3	4	4	2	4	2	2	3	1	1	1	2	4	4	1	2	2	1	4	2	4	2	2	2	2	2	2	2	2	2	2	2	3	2	2	4	4	2	3	2	5	4	4	2	2	2	2	2	1	2	NA	5	NA	1	NA	0.5	NA	1	NA	2	NA	35.8
837	45	1	3	5	4	4	4	5	4	5	3	3	4	4	4	3	5	3	3	4	5	4	3	1	4	4	4	3	4	3	5	3	3	4	4	2	4	4	4	4	2	5	1	1	3	2	3	3	4	1	3	3	2	4	1	2	1	3	1	3	2	2	3	3	2	2	3	2	2	3	1	3	2	1	3	2	3	4	2	3	3	2	2	2	1	1	1	1	0	0	0	0	4	1.5	4	1.5	3	1.5	3	1.5	35
838	29	1	2	4	4	3	4	2	5	4	5	5	2	5	4	5	3	4	5	4	4	4	1	4	5	5	5	5	5	5	4	3	3	4	4	5	5	4	4	2	4	3	3	4	4	4	1	4	4	2	4	2	4	4	2	2	2	4	2	4	4	4	2	2	2	4	4	2	2	2	2	5	1	4	1	4	1	4	2	4	4	4	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.4
839	20	1	3	5	5	4	5	3	4	5	4	2	4	5	5	4	3	5	4	5	4	4	3	2	3	3	4	4	4	4	3	3	2	5	4	4	5	4	4	4	3	5	1	2	3	4	2	4	4	2	4	3	2	4	1	3	3	4	1	1	3	2	3	2	4	2	4	2	3	4	2	4	2	3	2	2	4	3	2	4	2	2	2	4	1	1	1	1	8	9	3	3	2	2	4	3	8	4	8	5	36
840	25	2	3	4	2	4	5	2	4	5	2	2	2	2	2	4	2	3	4	4	4	4	3	2	4	3	4	4	4	3	2	3	4	2	4	2	4	4	3	3	4	4	1	2	1	1	2	3	4	1	4	2	2	5	1	2	1	4	1	2	2	1	2	1	3	1	3	1	2	3	2	2	2	2	5	1	3	3	1	4	1	3	4	2	1	1	1	1	3	3	3	3	5	8	3	3	1	1	3	6	28.2
841	23	1	4	3	4	2	4	3	5	5	5	5	2	5	4	5	5	5	5	5	5	4	4	2	4	5	5	5	2	4	2	3	3	5	4	5	5	5	2	4	5	4	1	1	1	1	2	2	1	2	3	4	2	4	2	1	1	2	2	2	2	2	1	2	4	2	1	1	1	4	1	1	1	1	4	1	4	4	1	4	1	1	2	1	1	1	1	1	9	18	3	3	3	3	3	3	3	2	0	0	40.2
842	23	1	2	4	3	2	5	5	4	5	4	4	5	4	3	5	3	5	4	4	5	4	3	4	4	4	5	5	4	5	4	5	3	2	5	4	5	5	5	4	4	5	1	2	2	2	2	4	2	2	4	4	2	2	1	2	2	4	2	4	2	1	1	2	4	2	1	1	2	4	2	4	2	2	4	2	3	2	2	2	4	2	4	2	1	1	1	1	3	3	6	6	0	0	3	4	0	0	0	0	38.8
843	28	1	3	4	4	4	5	2	4	5	5	3	4	3	5	3	3	3	3	5	5	5	2	3	1	3	3	2	5	2	5	4	3	5	5	5	3	5	5	2	3	5	2	2	3	4	3	3	2	2	3	3	3	2	1	3	2	3	2	4	2	2	3	2	2	2	3	2	3	2	3	4	2	2	1	3	2	3	3	4	3	3	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	32.8
844	23	1	2	4	2	3	5	4	4	4	4	3	4	4	2	5	3	4	5	4	5	4	5	3	3	4	4	4	4	4	4	4	2	2	5	3	5	5	3	4	4	5	1	1	1	2	2	3	5	3	3	4	4	4	2	2	2	4	1	2	4	2	2	2	2	2	4	2	2	2	2	4	3	4	2	2	4	4	2	4	4	2	2	2	2	1	1	1	2	2	2	2	2	3	2	3	5	5	5	5	35.4
845	21	1	3	4	3	4	5	5	3	4	4	3	3	3	3	5	3	4	4	4	5	3	2	2	2	4	4	4	4	3	2	5	2	3	4	3	4	5	3	3	3	5	3	3	2	2	4	NA	2	2	1	3	3	3	2	3	1	2	2	5	2	3	2	3	1	3	3	3	2	1	2	3	2	2	1	3	2	3	1	3	3	3	1	2	2	2	1	2	0	0	2	1	2	1	4	3	5	2	5	4	33.0444444444444
846	41	1	3	3	4	3	4	1	4	4	5	3	2	3	5	4	4	3	4	5	4	4	1	1	4	4	NA	3	5	3	1	3	1	5	4	3	4	4	1	1	4	5	1	1	2	3	3	3	4	2	3	4	3	2	2	3	3	4	1	3	4	3	2	2	2	2	3	3	2	2	2	4	3	3	2	3	2	4	2	2	4	3	2	4	2	2	1	1	1	2	1	2	1	2	1	2	1	2	1	2	26
847	21	2	1	3	2	4	2	3	4	2	2	2	2	1	2	5	4	4	2	3	2	4	NA	3	2	2	4	2	4	2	1	4	2	2	2	2	2	3	2	3	5	2	1	1	5	1	2	5	3	1	4	3	2	4	1	1	1	2	2	2	1	3	2	1	4	1	2	2	1	4	2	3	2	2	5	2	3	2	3	1	3	1	4	1	2	1	1	1	0.5	0.5	2	1	3	1	3	1	5	1	5	1	24.7142857142857
848	25	1	3	5	3	2	5	5	4	5	3	3	5	5	3	5	5	5	5	5	5	4	2	5	4	4	5	5	5	5	5	5	2	5	5	2	5	5	5	4	5	5	1	2	2	2	2	4	5	2	4	2	2	3	2	2	2	4	2	3	2	1	2	2	4	2	2	2	2	3	3	4	3	2	2	3	4	4	2	2	2	3	2	2	1	1	1	1	0	0	3	3	5	3	5	3	0	0	0	0	37.2
849	26	2	2	5	4	4	3	2	4	3	2	1	2	2	4	3	3	5	4	4	2	4	4	3	2	2	4	4	4	4	3	2	4	4	3	2	4	4	2	2	2	4	1	1	1	3	2	2	4	2	2	3	4	2	2	2	2	3	2	3	3	1	3	4	4	2	3	2	2	2	2	4	2	1	2	3	2	3	2	3	5	1	2	1	2	1	1	1	4	3	2	1.5	0	0	0	0	4	1	5	10	29.8
850	21	1	4	3	4	3	4	4	3	4	3	2	5	4	4	5	4	4	4	4	4	4	3	4	2	2	4	4	5	4	5	5	3	5	4	1	5	5	4	3	4	5	2	2	2	3	2	3	2	2	4	4	2	4	1	2	3	4	2	3	2	2	1	1	3	2	3	2	2	3	2	4	2	1	2	4	4	4	3	4	2	3	2	4	1	1	1	1	2	2.5	2	4	1	0.5	2	1	7	2.3	7	2.3	34.6
851	28	1	3	3	4	2	5	3	4	5	5	3	5	5	4	3	4	4	4	4	5	3	3	3	4	4	5	2	4	4	4	5	5	5	5	3	4	5	4	5	1	5	1	2	1	2	1	4	5	2	5	4	1	5	1	1	2	5	1	2	4	1	2	1	3	2	2	1	1	5	2	4	1	1	4	2	4	5	1	3	1	2	4	3	1	1	1	1	3	4	4	5	4	4	5	5	6	6	6	6	42
852	39	1	3	4	4	4	5	4	3	4	3	4	4	3	4	2	5	4	4	4	4	4	3	4	4	3	4	2	5	3	4	5	3	5	4	2	4	4	4	4	4	5	1	2	2	1	3	5	4	2	3	2	4	4	4	4	4	2	5	3	4	4	4	4	4	3	3	4	4	3	3	2	4	3	4	3	4	2	3	3	3	3	4	4	2	2	1	1	0	0	0	0	0	0	2.5	1	0	0	0	0	34.4
853	20	1	4	4	4	2	5	3	4	4	4	4	4	4	3	3	3	4	4	4	4	4	3	2	4	4	5	3	4	4	4	4	4	5	5	5	4	4	3	2	3	4	1	1	1	1	1	2	4	2	4	4	3	4	1	1	1	3	1	2	1	1	1	1	3	2	2	1	1	4	1	1	1	1	2	2	2	4	1	1	2	1	1	2	2	1	1	1	2	4	2	4	3	3	2	4	0	0	0	0	33.6
854	21	1	4	4	4	3	5	4	4	5	4	3	4	4	4	5	3	5	4	4	5	4	3	4	2	3	4	5	4	5	4	5	4	4	4	4	4	5	4	4	5	5	2	1	2	2	3	3	4	2	4	2	2	4	2	2	2	4	2	4	2	2	2	2	4	2	2	2	2	4	2	2	2	1	3	2	3	4	4	2	2	2	3	2	2	1	1	1	0	0	0	0	2	6.5	1	2	0	0	0	0	36.2
855	27	1	3	3	2	3	5	3	4	4	5	4	3	4	2	3	4	4	4	4	4	4	4	3	3	3	4	3	4	3	4	4	3	2	4	4	4	4	3	2	4	4	1	2	2	2	2	4	5	2	4	3	4	4	1	2	2	4	2	3	2	2	1	1	4	1	1	1	2	4	2	2	2	2	3	2	4	4	2	3	3	3	2	1	2	2	2	2	5	6	4	5	3	2.5	3	2.5	2	1.5	5	3	34.6
856	22	1	4	3	5	3	4	3	5	5	5	3	3	3	4	4	2	3	4	4	5	4	2	3	4	5	4	3	3	3	3	4	4	4	4	3	5	5	5	3	4	5	1	2	1	3	2	4	2	2	3	4	3	3	1	2	2	5	1	2	2	1	2	2	3	3	2	1	2	4	1	4	2	2	3	3	3	4	1	2	2	3	2	3	1	1	1	1	3	1.5	5	2.5	3	1.5	5	2.5	3	1.5	5	2.5	37.8
857	31	1	4	4	3	3	4	3	4	4	3	3	3	4	4	3	3	4	4	4	4	4	3	4	3	3	4	3	4	4	4	3	3	4	4	2	4	4	3	4	4	3	3	2	3	2	4	3	4	3	3	3	3	3	3	2	2	2	3	4	3	3	2	1	2	3	2	3	2	3	3	2	3	3	3	2	3	3	4	2	3	2	3	2	1	1	1	1	0	0	0	0	2	1	3	2	1	1	2	2	35.8
858	21	1	4	2	4	2	4	3	4	4	5	4	2	4	2	5	4	4	4	3	4	4	2	3	2	3	3	4	4	4	3	4	2	4	4	4	4	4	3	2	4	4	2	2	2	3	4	2	4	2	2	4	3	2	2	3	2	3	2	4	3	2	2	2	1	2	3	2	3	3	2	3	2	3	2	2	2	3	4	3	3	3	2	2	1	2	1	1	1	1	3	3.5	2	3	3.5	6	4	8	5	10	30
859	21	1	3	3	2	3	5	3	3	4	4	2	4	4	2	3	2	4	3	3	5	5	1	4	3	2	4	3	5	4	4	5	3	2	5	2	4	5	3	3	2	4	2	1	5	2	5	3	3	2	1	3	5	5	4	1	1	1	2	5	2	3	1	3	1	3	1	4	1	1	3	3	3	1	1	1	1	3	5	1	5	1	1	1	2	2	2	1	0	0	0	0	0	0	0	0	1	1	2	2	31.3666666666667
860	23	1	3	4	5	3	5	5	3	5	5	2	5	5	5	5	1	5	5	5	5	5	1	3	1	4	5	5	5	5	2	5	3	5	5	2	5	5	2	3	5	5	1	1	1	2	4	1	5	5	2	3	3	5	1	1	1	2	2	5	2	1	1	1	1	2	1	3	1	1	4	4	1	4	1	3	1	5	4	3	3	3	1	4	2	2	1	1	1	1	3	2.5	2	1.5	3	3	4	6	4	8	38.8888888888889
